FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
140809;1200;32;;;
140809;1300;28;;;
140809;1400;27;;;
140809;1500;24;;;
140809;1600;38;;;
140809;1700;40;;;
140809;1800;48;;;
140809;1900;56;;;
140809;2000;42;;;
140809;2100;44;;;
140809;2200;43;;;
140809;2300;69;;;
140810;0000;74;;;
140810;0100;80;;;
140810;0200;64;;;
140810;0300;156;;;
140810;0400;211;;;
140810;0500;143;;;
140810;0600;71;;;
140810;0700;42;;;
140810;0800;48;;;
140810;0900;47;;;
140810;1000;30;;;
140810;1100;13;;;
140810;1200;16;;;
140810;1300;16;;;
140810;1400;16;;;
140810;1500;15;;;
140810;1600;14;;;
140810;1700;17;;;
140810;1800;21;;;
140810;1900;22;;;
140810;2000;20;;;
140810;2100;26;;;
140810;2200;36;;;
140810;2300;31;;;
140811;0000;13;;;
140811;0100;13;;;
140811;0200;14;;;
140811;0300;12;;;
140811;0400;8;;;
140811;0500;7;;;
140811;0600;9;;;
140811;0700;9;;;
140811;0800;16;;;
140811;0900;18;;;
140811;1000;21;;;
140811;1100;19;;;
140811;1200;18;;;
140811;1300;14;;;
140811;1400;13;;;
140811;1500;11;;;
140811;1600;10;;;
140811;1700;11;;;
140811;1800;47;;;
140811;1900;92;;;
140811;2000;38;;;
140811;2100;37;;;
140811;2200;33;;;
140811;2300;30;;;
140812;0000;28;;;
140812;0100;21;;;
140812;0200;15;;;
140812;0300;18;;;
140812;0400;16;;;
140812;0500;13;;;
140812;0600;15;;;
140812;0700;18;;;
140812;0800;22;;;
140812;0900;21;;;
140812;1000;17;;;
140812;1100;17;;;
140812;1200;14;;;
140812;1300;12;;;
140812;1400;12;;;
140812;1500;12;;;
140812;1600;15;;;
140812;1700;20;;;
140812;1800;21;;;
140812;1900;24;;;
140812;2000;25;;;
140812;2100;21;;;
140812;2200;16;;;
140812;2300;14;;;
140813;0000;20;;;
140813;0100;16;;;
140813;0200;11;;;
140813;0300;11;;;
140813;0400;10;;;
140813;0500;11;;;
140813;0600;13;;;
140813;0700;20;;;
140813;0800;14;;;
140813;0900;16;;;
140813;1000;24;;;
140813;1100;22;;;
140813;1200;21;;;
140813;1300;19;;;
140813;1400;22;;;
140813;1500;16;;;
140813;1600;25;;;
140813;1700;36;;;
140813;1800;52;;;
140813;1900;90;;;
140813;2000;55;;;
140813;2100;117;;;
140813;2200;612;;;
140813;2300;348;;;
140814;0000;129;;;
140814;0100;145;;;
140814;0200;88;;;
140814;0300;27;;;
140814;0400;64;;;
140814;0500;26;;;
140814;0600;20;;;
140814;0700;32;;;
140814;0800;27;;;
140814;0900;36;;;
140814;1000;43;;;
140814;1100;42;;;
140814;1200;47;;;
140814;1300;38;;;
140814;1400;38;;;
140814;1500;36;;;
140814;1600;33;;;
140814;1700;44;;;
140814;1800;50;;;
140814;1900;62;;;
140814;2000;76;;;
140814;2100;87;;;
140814;2200;63;;;
140814;2300;83;;;
140815;0000;53;;;
140815;0100;45;;;
140815;0200;35;;;
140815;0300;34;;;
140815;0400;34;;;
140815;0500;34;;;
140815;0600;34;;;
140815;0700;35;;;
140815;0800;39;;;
140815;0900;43;;;
140815;1000;53;;;
140815;1100;55;;;
140815;1200;64;;;
140815;1300;51;;;
140815;1400;51;;;
140815;1500;47;;;
140815;1600;57;;;
140815;1700;57;;;
140815;1800;52;;;
140815;1900;54;;;
140815;2000;50;;;
140815;2100;54;;;
140815;2200;57;;;
140815;2300;7;;;
140816;0000;57;;;
140816;0100;67;;;
140816;0200;158;;;
140816;0300;129;;;
140816;0400;50;;;
140816;0500;57;;;
140816;0600;49;;;
140816;0700;48;;;
140816;0800;55;;;
140816;0900;53;;;
140816;1000;59;;;
140816;1100;57;;;
140816;1200;47;;;
140816;1300;32;;;
140816;1400;27;;;
140816;1500;28;;;
140816;1600;30;;;
140816;1700;46;;;
140816;1800;48;;;
140816;1900;69;;;
140816;2000;221;;;
140816;2100;235;;;
140816;2200;280;;;
140816;2300;124;;;
140817;0000;119;;;
140817;0100;249;;;
140817;0200;117;;;
140817;0300;63;;;
140817;0400;105;;;
140817;0500;99;;;
140817;0600;50;;;
140817;0700;39;;;
140817;0800;38;;;
140817;0900;45;;;
140817;1000;40;;;
140817;1100;39;;;
140817;1200;34;;;
140817;1300;36;;;
140817;1400;26;;;
140817;1500;28;;;
140817;1600;38;;;
140817;1700;34;;;
140817;1800;36;;;
140817;1900;34;;;
140817;2000;38;;;
140817;2100;26;;;
140817;2200;;;0;
140817;2300;32;;;
140818;0000;26;;;
140818;0100;28;;;
140818;0200;28;;;
140818;0300;28;;;
140818;0400;31;;;
140818;0500;25;;;
140818;0600;35;;;
140818;0700;50;;;
140818;0800;31;;;
140818;0900;36;;;
140818;1000;30;;;
140818;1100;28;;;
140818;1200;20;;;
140818;1300;;;;
140818;1400;;;;
140818;1500;;;25,2294;
140818;1600;;;111,891;
140818;1700;25;;;
140818;1800;25;;;
140818;1900;57;;;
140818;2000;83;;;
140818;2100;83;;;
140818;2200;43;;;
140818;2300;40;;;
140819;0000;57;;;
140819;0100;81;;;
140819;0200;35;;;
140819;0300;19;;;
140819;0400;14;;;
140819;0500;12;;;
140819;0600;9;;;
140819;0700;4;;;
140819;0800;4;;;
140819;0900;4;;;
140819;1000;5;;;
140819;1100;13;;;
140819;1200;15;;;
140819;1300;13;;;
140819;1400;15;;;
140819;1500;17;;;
140819;1600;17;;;
140819;1700;28;;;
140819;1800;37;;;
140819;1900;53;;;
140819;2000;56;;;
140819;2100;48;;;
140819;2200;38;;;
140819;2300;32;;;
140820;0000;32;;;
140820;0100;28;;;
140820;0200;25;;;
140820;0300;22;;;
140820;0400;18;;;
140820;0500;21;;;
140820;0600;19;;;
140820;0700;21;;;
140820;0800;15;;;
140820;0900;19;;;
140820;1000;26;;;
140820;1100;23;;;
140820;1200;23;;;
140820;1300;30;;;
140820;1400;27;;;
140820;1500;29;;;
140820;1600;28;;;
140820;1700;39;;;
140820;1800;51;;;
140820;1900;70;;;
140820;2000;70;;;
140820;2100;71;;;
140820;2200;70;;;
140820;2300;50;;;
140821;0000;56;;;
140821;0100;67;;;
140821;0200;46;;;
140821;0300;29;;;
140821;0400;22;;;
140821;0500;23;;;
140821;0600;27;;;
140821;0700;26;;;
140821;0800;36;;;
140821;0900;41;;;
140821;1000;40;;;
140821;1100;31;;;
140821;1200;26;;;
140821;1300;24;;;
140821;1400;27;;;
140821;1500;29;;;
140821;1600;25;;;
140821;1700;34;;;
140821;1800;50;;;
140821;1900;63;;;
140821;2000;47;;;
140821;2100;48;;;
140821;2200;55;;;
140821;2300;89;;;
140822;0000;68;;;
140822;0100;42;;;
140822;0200;66;;;
140822;0300;61;;;
140822;0400;34;;;
140822;0500;21;;;
140822;0600;16;;;
140822;0700;17;;;
140822;0800;10;;;
140822;0900;21;;;
140822;1000;26;;;
140822;1100;21;;;
140822;1200;18;;;
140822;1300;17;;;
140822;1400;23;;;
140822;1500;23;;;
140822;1600;19;;;
140822;1700;31;;;
140822;1800;34;;;
140822;1900;35;;;
140822;2000;41;;;
140822;2100;34;;;
140822;2200;32;;;
140822;2300;24;;;
140823;0000;26;;;
140823;0100;37;;;
140823;0200;33;;;
140823;0300;26;;;
140823;0400;24;;;
140823;0500;22;;;
140823;0600;24;;;
140823;0700;23;;;
140823;0800;11;;;
140823;0900;16;;;
140823;1000;15;;;
140823;1100;11;;;
140823;1200;4;;;
140823;1300;4;;;
140823;1400;12;;;
140823;1500;18;;;
140823;1600;32;;;
140823;1700;25;;;
140823;1800;14;;;
140823;1900;6;;;
140823;2000;4;;;
140823;2100;5;;;
140823;2200;18;;;
140823;2300;14;;;
140824;0000;9;;;
140824;0100;13;;;
140824;0200;9;;;
140824;0300;6;;;
140824;0400;4;;;
140824;0500;5;;;
140824;0600;4;;;
140824;0700;6;;;
140824;0800;7;;;
140824;0900;4;;;
140824;1000;4;;;
140824;1100;8;;;
140824;1200;5;;;
140824;1300;18;;;
140824;1400;15;;;
140824;1500;18;;;
140824;1600;28;;;
140824;1700;27;;;
140824;1800;38;;;
140824;1900;47;;;
140824;2000;37;;;
140824;2100;88;;;
140824;2200;107;;;
140824;2300;174;;;
140825;0000;146;;;
140825;0100;59;;;
140825;0200;100;;;
140825;0300;111;;;
140825;0400;88;;;
140825;0500;73;;;
140825;0600;58;;;
140825;0700;44;;;
140825;0800;43;;;
140825;0900;22;;;
140825;1000;4;;;
140825;1100;4;;;
140825;1200;5;;;
140825;1300;6;;;
140825;1400;4;;;
140825;1500;7;;;
140825;1600;6;;;
140825;1700;7;;;
140825;1800;23;;;
140825;1900;46;;;
140825;2000;36;;;
140825;2100;38;;;
140825;2200;35;;;
140825;2300;22;;;
140826;0000;20;;;
140826;0100;24;;;
140826;0200;21;;;
140826;0300;5;;;
140826;0400;4;;;
140826;0500;4;;;
140826;0600;5;;;
140826;0700;7;;;
140826;0800;13;;;
140826;0900;11;;;
140826;1000;18;;;
140826;1100;20;;;
140826;1200;17;;;
140826;1300;44;;;
140826;1400;27;;;
140826;1500;12;;;
140826;1600;13;;;
140826;1700;33;;;
140826;1800;35;;;
140826;1900;44;;;
140826;2000;38;;;
140826;2100;39;;;
140826;2200;48;;;
140826;2300;54;;;
140827;0000;51;;;
140827;0100;38;;;
140827;0200;16;;;
140827;0300;7;;;
140827;0400;9;;;
140827;0500;15;;;
140827;0600;13;;;
140827;0700;14;;;
140827;0800;24;;;
140827;0900;25;;;
140827;1000;20;;;
140827;1100;19;;;
140827;1200;21;;;
140827;1300;16;;;
140827;1400;15;;;
140827;1500;19;;;
140827;1600;26;;;
140827;1700;33;;;
140827;1800;40;;;
140827;1900;71;;;
140827;2000;143;;;
140827;2100;224;;;
140827;2200;296;;;
140827;2300;222;;;
140828;0000;112;;;
140828;0100;38;;;
140828;0200;25;;;
140828;0300;39;;;
140828;0400;30;;;
140828;0500;27;;;
140828;0600;21;;;
140828;0700;23;;;
140828;0800;32;;;
140828;0900;55;;;
140828;1000;61;;;
140828;1100;42;;;
140828;1200;37;;;
140828;1300;33;;;
140828;1400;18;;;
140828;1500;22;;;
140828;1600;33;;;
140828;1700;46;;;
140828;1800;51;;;
140828;1900;77;;;
140828;2000;55;;;
140828;2100;53;;;
140828;2200;55;;;
140828;2300;30;;;
140829;0000;49;;;
140829;0100;58;;;
140829;0200;29;;;
140829;0300;21;;;
140829;0400;22;;;
140829;0500;22;;;
140829;0600;18;;;
140829;0700;13;;;
140829;0800;9;;;
140829;0900;17;;;
140829;1000;21;;;
140829;1100;25;;;
140829;1200;29;;;
140829;1300;25;;;
140829;1400;27;;;
140829;1500;32;;;
140829;1600;51;;;
140829;1700;55;;;
140829;1800;58;;;
140829;1900;47;;;
140829;2000;104;;;
140829;2100;84;;;
140829;2200;26;;;
140829;2300;13;;;
140830;0000;24;;;
140830;0100;19;;;
140830;0200;21;;;
140830;0300;12;;;
140830;0400;14;;;
140830;0500;11;;;
140830;0600;14;;;
140830;0700;13;;;
140830;0800;6;;;
140830;0900;4;;;
140830;1000;8;;;
140830;1100;5;;;
140830;1200;6;;;
140830;1300;4;;;
140830;1400;4;;;
140830;1500;4;;;
140830;1600;4;;;
140830;1700;6;;;
140830;1800;24;;;
140830;1900;72;;;
140830;2000;82;;;
140830;2100;37;;;
140830;2200;69;;;
140830;2300;55;;;
140831;0000;36;;;
140831;0100;41;;;
140831;0200;22;;;
140831;0300;14;;;
140831;0400;21;;;
140831;0500;20;;;
140831;0600;14;;;
140831;0700;13;;;
140831;0800;11;;;
140831;0900;12;;;
140831;1000;24;;;
140831;1100;13;;;
140831;1200;14;;;
140831;1300;15;;;
140831;1400;15;;;
140831;1500;14;;;
140831;1600;21;;;
140831;1700;24;;;
140831;1800;35;;;
140831;1900;60;;;
140831;2000;72;;;
140831;2100;74;;;
140831;2200;90;;;
140831;2300;63;;;
140901;0000;50;;;
140901;0100;22;;;
140901;0200;17;;;
140901;0300;15;;;
140901;0400;7;;;
140901;0500;8;;;
140901;0600;5;;;
140901;0700;8;;;
140901;0800;14;;;
140901;0900;13;;;
140901;1000;9;;;
140901;1100;5;;;
140901;1200;10;;;
140901;1300;16;;;
140901;1400;13;;;
140901;1500;8;;;
140901;1600;19;;;
140901;1700;16;;;
140901;1800;17;;;
140901;1900;24;;;
140901;2000;24;;;
140901;2100;23;;;
140901;2200;21;;;
140901;2300;11;;;
140902;0000;9;;;
140902;0100;22;;;
140902;0200;12;;;
140902;0300;8;;;
140902;0400;10;;;
140902;0500;20;;;
140902;0600;19;;;
140902;0700;25;;;
140902;0800;24;;;
140902;0900;45;;;
140902;1000;22;;;
140902;1100;35;;;
140902;1200;33;;;
140902;1300;23;;;
140902;1400;21;;;
140902;1500;18;;;
140902;1600;36;;;
140902;1700;54;;;
140902;1800;58;;;
140902;1900;52;;;
140902;2000;40;;;
140902;2100;39;;;
140902;2200;63;;;
140902;2300;48;;;
140903;0000;100;;;
140903;0100;97;;;
140903;0200;27;;;
140903;0300;5;;;
140903;0400;4;;;
140903;0500;4;;;
140903;0600;4;;;
140903;0700;4;;;
140903;0800;23;;;
140903;0900;17;;;
140903;1000;4;;;
140903;1100;4;;;
140903;1200;4;;;
140903;1300;4;;;
140903;1400;6;;;
140903;1500;8;;;
140903;1600;4;;;
140903;1700;6;;;
140903;1800;15;;;
140903;1900;34;;;
140903;2000;66;;;
140903;2100;124;;;
140903;2200;115;;;
140903;2300;29;;;
140904;0000;14;;;
140904;0100;24;;;
140904;0200;13;;;
140904;0300;13;;;
140904;0400;8;;;
140904;0500;11;;;
140904;0600;12;;;
140904;0700;15;;;
140904;0800;7;;;
140904;0900;9;;;
140904;1000;19;;;
140904;1100;29;;;
140904;1200;34;;;
140904;1300;18;;;
140904;1400;26;;;
140904;1500;21;;;
140904;1600;26;;;
140904;1700;25;;;
140904;1800;52;;;
140904;1900;64;;;
140904;2000;77;;;
140904;2100;26;;;
140904;2200;33;;;
140904;2300;36;;;
140905;0000;15;;;
140905;0100;12;;;
140905;0200;8;;;
140905;0300;5;;;
140905;0400;6;;;
140905;0500;4;;;
140905;0600;5;;;
140905;0700;9;;;
140905;0800;17;;;
140905;0900;9;;;
140905;1000;5;;;
140905;1100;4;;;
140905;1200;4;;;
140905;1300;6;;;
140905;1400;6;;;
140905;1500;7;;;
140905;1600;4;;;
140905;1700;4;;;
140905;1800;15;;;
140905;1900;27;;;
140905;2000;29;;;
140905;2100;30;;;
140905;2200;21;;;
140905;2300;20;;;
140906;0000;13;;;
140906;0100;18;;;
140906;0200;11;;;
140906;0300;14;;;
140906;0400;7;;;
140906;0500;8;;;
140906;0600;6;;;
140906;0700;11;;;
140906;0800;4;;;
140906;0900;4;;;
140906;1000;4;;;
140906;1100;4;;;
140906;1200;5;;;
140906;1300;8;;;
140906;1400;8;;;
140906;1500;7;;;
140906;1600;16;;;
140906;1700;14;;;
140906;1800;23;;;
140906;1900;30;;;
140906;2000;13;;;
140906;2100;22;;;
140906;2200;23;;;
140906;2300;20;;;
140907;0000;41;;;
140907;0100;60;;;
140907;0200;59;;;
140907;0300;36;;;
140907;0400;22;;;
140907;0500;28;;;
140907;0600;23;;;
140907;0700;22;;;
140907;0800;31;;;
140907;0900;23;;;
140907;1000;14;;;
140907;1100;8;;;
140907;1200;13;;;
140907;1300;18;;;
140907;1400;17;;;
140907;1500;16;;;
140907;1600;13;;;
140907;1700;10;;;
140907;1800;15;;;
140907;1900;28;;;
140907;2000;28;;;
140907;2100;55;;;
140907;2200;64;;;
140907;2300;42;;;
140908;0000;34;;;
140908;0100;26;;;
140908;0200;27;;;
140908;0300;19;;;
140908;0400;22;;;
140908;0500;11;;;
140908;0600;14;;;
140908;0700;11;;;
140908;0800;5;;;
140908;0900;6;;;
140908;1000;6;;;
140908;1100;4;;;
140908;1200;4;;;
140908;1300;5;;;
140908;1400;10;;;
140908;1500;8;;;
140908;1600;22;;;
140908;1700;17;;;
140908;1800;16;;;
140908;1900;13;;;
140908;2000;14;;;
140908;2100;16;;;
140908;2200;10;;;
140908;2300;15;;;
140909;0000;11;;;
140909;0100;9;;;
140909;0200;4;;;
140909;0300;4;;;
140909;0400;5;;;
140909;0500;12;;;
140909;0600;8;;;
140909;0700;11;;;
140909;0800;17;;;
140909;0900;12;;;
140909;1000;4;;;
140909;1100;4;;;
140909;1200;4;;;
140909;1300;6;;;
140909;1400;11;;;
140909;1500;10;;;
140909;1600;23;;;
140909;1700;15;;;
140909;1800;21;;;
140909;1900;28;;;
140909;2000;30;;;
140909;2100;36;;;
140909;2200;23;;;
140909;2300;19;;;
140910;0000;24;;;
140910;0100;30;;;
140910;0200;25;;;
140910;0300;18;;;
140910;0400;26;;;
140910;0500;6;;;
140910;0600;4;;;
140910;0700;4;;;
140910;0800;15;;;
140910;0900;22;;;
140910;1000;10;;;
140910;1100;19;;;
140910;1200;23;;;
140910;1300;11;;;
140910;1400;7;;;
140910;1500;4;;;
140910;1600;4;;;
140910;1700;4;;;
140910;1800;9;;;
140910;1900;23;;;
140910;2000;38;;;
140910;2100;72;;;
140910;2200;41;;;
140910;2300;27;;;
140911;0000;57;;;
140911;0100;62;;;
140911;0200;34;;;
140911;0300;28;;;
140911;0400;6;;;
140911;0500;4;;;
140911;0600;15;;;
140911;0700;43;;;
140911;0800;57;;;
140911;0900;21;;;
140911;1000;8;;;
140911;1100;12;;;
140911;1200;17;;;
140911;1300;22;;;
140911;1400;20;;;
140911;1500;12;;;
140911;1600;14;;;
140911;1700;11;;;
140911;1800;17;;;
140911;1900;27;;;
140911;2000;39;;;
140911;2100;44;;;
140911;2200;46;;;
140911;2300;49;;;
140912;0000;79;;;
140912;0100;57;;;
140912;0200;26;;;
140912;0300;14;;;
140912;0400;19;;;
140912;0500;14;;;
140912;0600;8;;;
140912;0700;13;;;
140912;0800;19;;;
140912;0900;28;;;
140912;1000;13;;;
140912;1100;13;;;
140912;1200;7;;;
140912;1300;12;;;
140912;1400;20;;;
140912;1500;26;;;
140912;1600;22;;;
140912;1700;20;;;
140912;1800;19;;;
140912;1900;36;;;
140912;2000;44;;;
140912;2100;37;;;
140912;2200;41;;;
140912;2300;29;;;
140913;0000;37;;;
140913;0100;25;;;
140913;0200;18;;;
140913;0300;16;;;
140913;0400;14;;;
140913;0500;14;;;
140913;0600;18;;;
140913;0700;20;;;
140913;0800;19;;;
140913;0900;20;;;
140913;1000;14;;;
140913;1100;10;;;
140913;1200;11;;;
140913;1300;17;;;
140913;1400;20;;;
140913;1500;25;;;
140913;1600;30;;;
140913;1700;38;;;
140913;1800;42;;;
140913;1900;57;;;
140913;2000;71;;;
140913;2100;63;;;
140913;2200;43;;;
140913;2300;35;;;
140914;0000;23;;;
140914;0100;15;;;
140914;0200;19;;;
140914;0300;29;;;
140914;0400;40;;;
140914;0500;40;;;
140914;0600;22;;;
140914;0700;9;;;
140914;0800;8;;;
140914;0900;11;;;
140914;1000;12;;;
140914;1100;10;;;
140914;1200;7;;;
140914;1300;15;;;
140914;1400;11;;;
140914;1500;16;;;
140914;1600;25;;;
140914;1700;18;;;
140914;1800;21;;;
140914;1900;27;;;
140914;2000;33;;;
140914;2100;27;;;
140914;2200;16;;;
140914;2300;10;;;
140915;0000;20;;;
140915;0100;16;;;
140915;0200;17;;;
140915;0300;16;;;
140915;0400;17;;;
140915;0500;18;;;
140915;0600;14;;;
140915;0700;17;;;
140915;0800;18;;;
140915;0900;12;;;
140915;1000;;;2,72983;
140915;1100;;;3,257;
140915;1200;13;;;
140915;1300;23;;;
140915;1400;23;;;
140915;1500;20;;;
140915;1600;14;;;
140915;1700;19;;;
140915;1800;22;;;
140915;1900;32;;;
140915;2000;45;;;
140915;2100;60;;;
140915;2200;36;;;
140915;2300;26;;;
140916;0000;26;;;
140916;0100;40;;;
140916;0200;36;;;
140916;0300;34;;;
140916;0400;37;;;
140916;0500;33;;;
140916;0600;31;;;
140916;0700;22;;;
140916;0800;17;;;
140916;0900;14;;;
140916;1000;16;;;
140916;1100;16;;;
140916;1200;24;;;
140916;1300;23;;;
140916;1400;20;;;
140916;1500;18;;;
140916;1600;10;;;
140916;1700;11;;;
140916;1800;20;;;
140916;1900;25;;;
140916;2000;17;;;
140916;2100;18;;;
140916;2200;15;;;
140916;2300;13;;;
140917;0000;4;;;
140917;0100;10;;;
140917;0200;13;;;
140917;0300;11;;;
140917;0400;10;;;
140917;0500;14;;;
140917;0600;9;;;
140917;0700;10;;;
140917;0800;22;;;
140917;0900;21;;;
140917;1000;23;;;
140917;1100;16;;;
140917;1200;15;;;
140917;1300;20;;;
140917;1400;16;;;
140917;1500;15;;;
140917;1600;18;;;
140917;1700;19;;;
140917;1800;19;;;
140917;1900;33;;;
140917;2000;38;;;
140917;2100;53;;;
140917;2200;80;;;
140917;2300;43;;;
140918;0000;23;;;
140918;0100;28;;;
140918;0200;21;;;
140918;0300;18;;;
140918;0400;22;;;
140918;0500;18;;;
140918;0600;18;;;
140918;0700;13;;;
140918;0800;4;;;
140918;0900;9;;;
140918;1000;15;;;
140918;1100;16;;;
140918;1200;19;;;
140918;1300;19;;;
140918;1400;18;;;
140918;1500;17;;;
140918;1600;22;;;
140918;1700;24;;;
140918;1800;28;;;
140918;1900;25;;;
140918;2000;25;;;
140918;2100;35;;;
140918;2200;27;;;
140918;2300;23;;;
140919;0000;21;;;
140919;0100;34;;;
140919;0200;20;;;
140919;0300;23;;;
140919;0400;17;;;
140919;0500;8;;;
140919;0600;6;;;
140919;0700;8;;;
140919;0800;9;;;
140919;0900;13;;;
140919;1000;6;;;
140919;1100;12;;;
140919;1200;15;;;
140919;1300;12;;;
140919;1400;16;;;
140919;1500;13;;;
140919;1600;26;;;
140919;1700;18;;;
140919;1800;17;;;
140919;1900;29;;;
140919;2000;47;;;
140919;2100;38;;;
140919;2200;23;;;
140919;2300;28;;;
140920;0000;23;;;
140920;0100;37;;;
140920;0200;40;;;
140920;0300;27;;;
140920;0400;12;;;
140920;0500;4;;;
140920;0600;4;;;
140920;0700;6;;;
140920;0800;4;;;
140920;0900;4;;;
140920;1000;4;;;
140920;1100;4;;;
140920;1200;8;;;
140920;1300;8;;;
140920;1400;13;;;
140920;1500;13;;;
140920;1600;4;;;
140920;1700;12;;;
140920;1800;17;;;
140920;1900;21;;;
140920;2000;23;;;
140920;2100;29;;;
140920;2200;29;;;
140920;2300;16;;;
140921;0000;15;;;
140921;0100;35;;;
140921;0200;27;;;
140921;0300;20;;;
140921;0400;14;;;
140921;0500;5;;;
140921;0600;9;;;
140921;0700;4;;;
140921;0800;15;;;
140921;0900;7;;;
140921;1000;4;;;
140921;1100;6;;;
140921;1200;6;;;
140921;1300;6;;;
140921;1400;6;;;
140921;1500;4;;;
140921;1600;11;;;
140921;1700;19;;;
140921;1800;16;;;
140921;1900;10;;;
140921;2000;12;;;
140921;2100;10;;;
140921;2200;6;;;
140921;2300;9;;;
140922;0000;11;;;
140922;0100;10;;;
140922;0200;9;;;
140922;0300;5;;;
140922;0400;6;;;
140922;0500;9;;;
140922;0600;15;;;
140922;0700;14;;;
140922;0800;;;13,412;
140922;0900;4;;;
140922;1000;4;;;
140922;1100;4;;;
140922;1200;9;;;
140922;1300;10;;;
140922;1400;11;;;
140922;1500;12;;;
140922;1600;4;;;
140922;1700;8;;;
140922;1800;17;;;
140922;1900;40;;;
140922;2000;60;;;
140922;2100;71;;;
140922;2200;51;;;
140922;2300;77;;;
140923;0000;61;;;
140923;0100;53;;;
140923;0200;28;;;
140923;0300;29;;;
140923;0400;21;;;
140923;0500;8;;;
140923;0600;4;;;
140923;0700;8;;;
140923;0800;4;;;
140923;0900;14;;;
140923;1000;4;;;
140923;1100;4;;;
140923;1200;7;;;
140923;1300;15;;;
140923;1400;15;;;
140923;1500;20;;;
140923;1600;24;;;
140923;1700;19;;;
140923;1800;22;;;
140923;1900;18;;;
140923;2000;24;;;
140923;2100;27;;;
140923;2200;19;;;
140923;2300;18;;;
140924;0000;21;;;
140924;0100;27;;;
140924;0200;23;;;
140924;0300;23;;;
140924;0400;16;;;
140924;0500;22;;;
140924;0600;25;;;
140924;0700;21;;;
140924;0800;13;;;
140924;0900;13;;;
140924;1000;12;;;
140924;1100;7;;;
140924;1200;17;;;
140924;1300;19;;;
140924;1400;16;;;
140924;1500;10;;;
140924;1600;22;;;
140924;1700;28;;;
140924;1800;42;;;
140924;1900;41;;;
140924;2000;30;;;
140924;2100;25;;;
140924;2200;20;;;
140924;2300;10;;;
140925;0000;8;;;
140925;0100;4;;;
140925;0200;4;;;
140925;0300;8;;;
140925;0400;6;;;
140925;0500;5;;;
140925;0600;6;;;
140925;0700;7;;;
140925;0800;10;;;
140925;0900;6;;;
140925;1000;4;;;
140925;1100;4;;;
140925;1200;6;;;
140925;1300;4;;;
140925;1400;4;;;
140925;1500;7;;;
140925;1600;8;;;
140925;1700;8;;;
140925;1800;9;;;
140925;1900;31;;;
140925;2000;44;;;
140925;2100;42;;;
140925;2200;52;;;
140925;2300;55;;;
140926;0000;11;;;
140926;0100;10;;;
140926;0200;8;;;
140926;0300;10;;;
140926;0400;9;;;
140926;0500;5;;;
140926;0600;5;;;
140926;0700;6;;;
140926;0800;4;;;
140926;0900;4;;;
140926;1000;4;;;
140926;1100;7;;;
140926;1200;12;;;
140926;1300;7;;;
140926;1400;11;;;
140926;1500;8;;;
140926;1600;5;;;
140926;1700;15;;;
140926;1800;21;;;
140926;1900;21;;;
140926;2000;38;;;
140926;2100;53;;;
140926;2200;52;;;
140926;2300;41;;;
140927;0000;13;;;
140927;0100;14;;;
140927;0200;24;;;
140927;0300;20;;;
140927;0400;21;;;
140927;0500;16;;;
140927;0600;15;;;
140927;0700;12;;;
140927;0800;9;;;
140927;0900;16;;;
140927;1000;24;;;
140927;1100;22;;;
140927;1200;11;;;
140927;1300;10;;;
140927;1400;11;;;
140927;1500;14;;;
140927;1600;10;;;
140927;1700;12;;;
140927;1800;15;;;
140927;1900;29;;;
140927;2000;44;;;
140927;2100;42;;;
140927;2200;38;;;
140927;2300;43;;;
140928;0000;26;;;
140928;0100;16;;;
140928;0200;15;;;
140928;0300;6;;;
140928;0400;7;;;
140928;0500;9;;;
140928;0600;7;;;
140928;0700;14;;;
140928;0800;20;;;
140928;0900;8;;;
140928;1000;4;;;
140928;1100;4;;;
140928;1200;4;;;
140928;1300;4;;;
140928;1400;4;;;
140928;1500;4;;;
140928;1600;4;;;
140928;1700;11;;;
140928;1800;9;;;
140928;1900;15;;;
140928;2000;17;;;
140928;2100;16;;;
140928;2200;10;;;
140928;2300;11;;;
140929;0000;12;;;
140929;0100;7;;;
140929;0200;4;;;
140929;0300;6;;;
140929;0400;7;;;
140929;0500;6;;;
140929;0600;5;;;
140929;0700;7;;;
140929;0800;8;;;
140929;0900;12;;;
140929;1000;5;;;
140929;1100;10;;;
140929;1200;9;;;
140929;1300;7;;;
140929;1400;6;;;
140929;1500;9;;;
140929;1600;11;;;
140929;1700;13;;;
140929;1800;14;;;
140929;1900;24;;;
140929;2000;36;;;
140929;2100;41;;;
140929;2200;31;;;
140929;2300;24;;;
140930;0000;15;;;
140930;0100;10;;;
140930;0200;6;;;
140930;0300;9;;;
140930;0400;6;;;
140930;0500;7;;;
140930;0600;8;;;
140930;0700;7;;;
140930;0800;17;;;
140930;0900;11;;;
140930;1000;11;;;
140930;1100;9;;;
140930;1200;6;;;
140930;1300;9;;;
140930;1400;4;;;
140930;1500;14;;;
140930;1600;17;;;
140930;1700;21;;;
140930;1800;20;;;
140930;1900;27;;;
140930;2000;32;;;
140930;2100;25;;;
140930;2200;19;;;
140930;2300;13;;;
141001;0000;12;;;
141001;0100;8;;;
141001;0200;7;;;
141001;0300;18;;;
141001;0400;19;;;
141001;0500;26;;;
141001;0600;20;;;
